source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,month,year
Yakima Herald,http://www.yakimaherald.com/news/latestlocalnews/2965669-8/landslide-blocks-sr-410-near-cliffdell,6814,2015-03-03 18:30:00,,State Route 410 near Cliffdell,The slide was reported shortly after 6:30 p.m. An estimated 30 to 40 yards of debris blocked the westbound lane and part of the eastbound lane.,State Route 410 near Cliffdell,10km,landslide,freeze_thaw,small,above_road,0.0,0.0,,,,glc,6814.0,United States,US,Washington,1872.0,Cle Elum,29.20796,03/09/2015 10:41:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.0704,46.9484,3,2015
Oregon DOT,,8207,2015-02-06 18:05:00,,"OR 42, milepost 43.5",,"OR 42, milepost 43.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8207.0,United States,US,Oregon,2514.0,Myrtle Point,26.25901,07/01/2016 06:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8481,42.9633,2,2015
kgw,http://www.kgw.com/news/local/Landslide-closes-travel-lane-to-OHSU-142845415.html,4264,2012-03-15 08:00:00,,"Sam Jackson Park Road, Portland, OR","PORTLAND -- A landslide has been cleared from Sam Jackson Park Road, allowing traffic to OHSU hospital to resume. The uphill lane of traffic was closed temporarily after the slide. Soon after crews arrived to clear that lane, the other lane was also closed, according to Jim Newman at OHSU. The closure was in place until about 3:45 p.m. Thursday. A flood watch was in effect for the Portland area Thursday, through Friday afternoon, bringing the potential for more landslides and debris flows, according to the National Weather Service.","Sam Jackson Park Road, Portland, OR",1km,landslide,rain,small,unknown,0.0,,,,,glc,4264.0,United States,US,Oregon,583776.0,Portland,2.86937,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6888,45.4992,3,2012
newslincolncounty.com,,3016,2011-01-16 00:00:00,,"Big Creek rd, Newport, OR","Jan 17, 2011  Part of Big Creek Road on the one way portion is closed. The road is sliding out completely.","Big Creek rd, Newport, OR",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3016.0,United States,US,Oregon,9989.0,Newport,2.38814,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.031,44.6511,1,2011
marinij,http://www.marinij.com/marinnews/ci_17720213,3308,2011-03-27 13:00:00,,"300 block of Trestle Glen blvd., Tiburon, CA","03/28/2011 04:46:49 PM PDT  PG&E workers prepares a new power pole along the 400 block of Redwood Ave on Monday, March 28,...  The rain has stopped for now, but Marin workers and residents were still dealing with the aftermath of last week's storms: In Tiburon, a man coped with a weekend mudslide that inundated his driveway and in Corte Madera, workers removed a 60-foot oak tree that fell and damaged power lines Monday.  Luigi Baker arrived at his Tiburon home on the 300 block of Trestle Glen Boulevard around 3 p.m. Saturday to find a hillside on his property collapsed. Neighbors at an adjacent property, which was also affected, reported the mudslide occurred about 1 p.m., Baker said. The noise was so loud that Tiburon firefighters heard it at a nearby station and headed to the scene immediately without receiving any calls.","300 block of Trestle Glen blvd., Tiburon, CA",1km,mudslide,downpour,medium,unknown,0.0,,,,,glc,3308.0,United States,US,California,5393.0,Strawberry,2.61679,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4801,37.9029,3,2011
swrnn,http://www.swrnn.com/southwest-riverside/2010-01-22/news/last-in-a-series-of-storms-leaves-its-mark-on-southwest-rivco,1439,2010-01-21 17:36:00,,"State Route 79, east of Vail Lake Road, Temecula, CA","Thursday’s storm caused injuries to one motorist near Temecula after a mudslide caused the vehicle to veer-off the road and dip 70-feet down into an embankment. The ambulance responding to the call also crashed into an embankment, the California Highway Patrol reported on its Web Site. The crash was reported on state Route 79, east of Vail Lake Road, at 5:36 p.m., according to the CHP.","State Route 79, east of Vail Lake Road, Temecula, CA",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,1439.0,United States,US,California,1128.0,Aguanga,12.95887,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.001,33.4685,1,2010
Columbian,http://www.columbian.com/news/2015/jan/19/landslide-damages-camas-house/,6728,2015-01-18 08:00:00,,"2326 N.W. 29th St., Camas","He said it looked as though a piece of land — a roughly 400 square foot area at a depth of about 5 feet — slowly slid down the hill onto his porch and crushed part of his house, damaging about 6 feet of a wall and a window.","2326 N.W. 29th St., Camas",exact,landslide,downpour,small,urban,0.0,0.0,,http://kptv.images.worldnow.com/images/6494905_G.jpg,,glc,6728.0,United States,US,Washington,19355.0,Camas,3.00516,01/29/2015 05:13:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4333,45.6,1,2015
abclocal.go,http://abclocal.go.com/kabc/story?section=weather&id=7853743,2869,2010-12-19 00:00:00,,"rt 2 between Wrightwood and La Canada(Flintridge), CA",State Route 2 is closed from Wrightwood to La Canada due to rock slides. Three feet of snow is expected in the same area. Caltrans did not expect to send crews due to the dangerous weather. ,"rt 2 between Wrightwood and La Canada(Flintridge), CA",50km,rock_fall,downpour,medium,unknown,0.0,,,,,glc,2869.0,United States,US,California,1048.0,Bradbury,17.49823,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.9249,34.3,12,2010
mercurynews,http://www.mercurynews.com/breaking-news/ci_17712893,3307,2011-03-27 09:00:00,,"125 Woodridge rd., Hillsborough, CA","Crews performed emergency repairs on part of Woodridge Road in Hillsborough until 2 a.m. Sunday because of a minor landslide on Saturday morning, officials said.  The landslide forced the closing of part of Woodridge Road, and the section of road is slated to remain closed for at least the next two days, according to police.  The landslide happened Saturday morning near the 100 block of Woodridge Road, and no injuries or damaged structures were reported, police officers said.  The roadwork was necessary to prevent further damage and stabilize the roadway, according to Hillsborough Public Works.  Residents living south of 125 Woodridge Road should use Crystal Springs Road to reach their homes, and those living on Woodcrest Court should use Black Mountain Road, police said. ","125 Woodridge rd., Hillsborough, CA",exact,landslide,downpour,medium,unknown,0.0,,,,,glc,3307.0,United States,US,California,4027.0,Highlands-Baywood Park,2.57262,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3497,37.5456,3,2011
The Seattle Times,http://www.seattletimes.com/seattle-news/bellingham-man-killed-by-falling-rock-in-north-cascades/,7751,2015-08-10 00:00:00,,Easy Pass,,Easy Pass,25km,rock_fall,unknown,small,unknown,1.0,0.0,,,,glc,7751.0,United States,US,Washington,1347.0,Darrington,69.87018,06/14/2016 05:10:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.7948,48.5817,8,2015
USGS,http://landslides.usgs.gov/recent/archives/1998pnwstorms/,7812,1998-12-28 00:00:00,,"State Highway 34, 5 miles northeast of Alsea","Destroyed house, temporarily blocked road & culvert","State Highway 34, 5 miles northeast of Alsea",exact,debris_flow,downpour,small,above_road,0.0,0.0,,,,glc,7812.0,United States,US,Oregon,4584.0,Philomath,18.03222,06/23/2016 04:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5356,44.4311,12,1998
nrtoday,http://www.nrtoday.com/article/20100606/LOGS/100609823/1063/NEWS&ParentProfile=1055,1944,2010-06-04 10:44:00,,"4000 block of Lower Smith River Road outside Reedsport, OR",10:44 a.m. — Mudslide reported covering one lane in the 4000 block of Lower Smith River Road outside Reedsport,"4000 block of Lower Smith River Road outside Reedsport, OR",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,1944.0,United States,US,Oregon,4154.0,Reedsport,5.935,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.05,43.7436,6,2010
Oregon DOT,,8179,2015-04-13 07:43:00,,"OR 201, milepost 0.25",,"OR 201, milepost 0.25",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8179.0,United States,US,Oregon,5507.0,Weiser,16.70891,07/01/2016 05:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.1782,44.2594,4,2015
Oregon DOT,,8423,2013-12-13 10:34:00,,"US 20, milepost 17.5",,"US 20, milepost 17.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8423.0,United States,US,Oregon,3465.0,Toledo,9.56063,07/06/2016 05:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.829,44.6575,12,2013
ap.google,http://ap.google.com/article/ALeqM5jJuaHP-gGNUfZE6y8p1-afnoYGfAD91T877G3,640,2008-07-12 00:00:00,,"Independence, CA",A huge mudslide has significantly damaged more than 50 homes and forced the evacuation of those living in them in the California town of Independence on the eastern side of the Sierra Nevada,"Independence, CA",1km,mudslide,downpour,medium,unknown,,,,,,glc,640.0,United States,US,California,2035.0,Lone Pine,24.76742,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.2,36.8,7,2008
Ooyuz,http://www.ooyuz.com/geturl?aid=10801019,9416,2016-03-14 00:00:00,,Morgana,"A growing mudslide has forced two families to evacuate their homes in Moraga. The hillside continues to slide away, putting the homes and others in jeopardy. According to homeowners, the problem didn't just start with the storm.",Morgana,5km,mudslide,continuous_rain,medium,natural_slope,0.0,0.0,,,,glc,9416.0,United States,US,California,16016.0,Moraga,1.12932,08/05/2016 01:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.1239,37.844,3,2016
Oregon DOT,,8838,2011-01-16 17:33:00,,"OR 34, milepost 52",,"OR 34, milepost 52",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8838.0,United States,US,Oregon,4584.0,Philomath,11.0063,07/08/2016 05:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.4719,44.475,1,2011
seattletimes.nwsource,http://seattletimes.nwsource.com/html/localnews/2014462087_apwawashweather.html,3197,2011-03-10 16:30:00,,"Sounder tracks, South Everett, WA","The Seattle Times reports that some Amtrak and Sounder trains were replaced by buses north of Seattle after a mudslide in south Everett rolled across Burlington Northern Santa Fe tracks.  BNSF spokesman Gus Melonas said the slide at 4:30 p.m. Thursday triggered a 48-hour moratorium on passenger train traffic through the area.  Crews immediately headed out to clear the slide, described as 5 feet deep and 40 feet wide.","Sounder tracks, South Everett, WA",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,3197.0,United States,US,Washington,103019.0,Everett,3.38769,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2434,47.9664,3,2011
Oregon DOT,,8430,2013-12-01 12:48:00,,"US 20, milepost 78",,"US 20, milepost 78",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8430.0,United States,US,Oregon,2038.0,Sisters,30.68108,07/06/2016 05:20:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.881,44.4309,12,2013
www.monroemonitor.com,http://www.monroemonitor.com/2013/12/18/landslide-cuts-index-neighborhood/#comment-12350,5694,2013-12-17 00:00:00,,"Index, Wa","A small neighborhood near Index has been isolated by a mudslide that covered the part of the Mt. Index River Rd. at about midnight Tuesday. About 25 residences along the road, which wends alongside the south fork of the Skykomish River, are cut off from US Highway 2. Calls to 911 alerted emergency workers to the slide, which blocks the road between the 50300 and the 51500 blocks of Mt. Index River Rd. The calls also reported power outages. The Snohomish County SheriffÕs Office, the Department of Emergency Management (DEM), Index Fire District 28 and the Snohomish County PUD all responded. The DEM made a reverse 911 call to all the homes in the area at about 4:30 a.m. to alert residents and to caution them to avoid the area. County search and rescue workers are alerted to be prepared to respond should an emergency arise before the road is cleared, said Sheri Ireton of the Snohomish County SheriffÕs Office. And Ireton believes that the people in residence there are probably accustomed to","Index, Wa",1km,mudslide,freeze_thaw,medium,unknown,0.0,,,,,glc,5694.0,United States,US,Washington,2075.0,Gold Bar,12.58944,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.549,47.8031,12,2013
Sierra Sentinel,http://www.sierrasentinel.com/2016/03/mudslide-in-west-point.html,9355,2016-03-06 00:00:00,,Hwy 26 at Woodhouse Mine Road,"March 6, 2016 at 4:35 AM:  A mud and rock slide has been reported at Hwy 26 and Woodhouse Mine Road in West Point.     Be careful this morning. Caltrans has been notified and will arrive as soon as possible.",Hwy 26 at Woodhouse Mine Road,exact,mudslide,rain,small,above_road,0.0,0.0,,,,glc,9355.0,United States,US,California,1094.0,Pioneer,6.29032,08/03/2016 03:42:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.5597,38.376,3,2016
Oregon DOT,,8445,2013-09-15 17:58:00,,"OR 74, milepost 33",,"OR 74, milepost 33",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8445.0,United States,US,Oregon,1291.0,Heppner,19.78432,07/06/2016 05:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.7418,45.4753,9,2013
abcnews.go,http://abcnews.go.com/US/wet-west-aftermath-southern-california-communities-surrounded-mud/story?id=12464170,2890,2010-12-22 00:00:00,,"Green Valley Lake, CA","In the mountain town of Green Valley Lake, rock slides and flooding and closed off access in and out of the town, the Los Angeles Times reported.","Green Valley Lake, CA",5km,rock_fall,downpour,small,unknown,0.0,,,,,glc,2890.0,United States,US,California,4862.0,Running Springs,3.35384,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.0747,34.2174,12,2010
signonsandiego,http://www.signonsandiego.com/news/metro/20080108-9999-1m8weather.html,418,2008-01-07 00:00:00,,"Neptune Avenue, Encinitas",,"Neptune Avenue, Encinitas",1km,landslide,rain,medium,unknown,,,,,,glc,418.0,United States,US,California,59518.0,Encinitas,3.23702,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.3042,33.0643,1,2008
Whidbey News-Times,http://www.whidbeynewstimes.com/news/200282061.html,7404,2013-03-27 03:45:00,,"Driftwood Way, in Ledgewood","The destroyed road cutoff 17 homes, five of which were occupied at the time of the slide, Michael said. No one was hurt but the resident in a home that was knocked off its foundation had a preexisting medical condition and was transported to Whidbey General Hospital.","Driftwood Way, in Ledgewood",exact,landslide,rain,medium,bluff,0.0,1.0,,http://1.bp.blogspot.com/-B0wwiO2P8Ww/UVPIwWOEs0I/AAAAAAAATc4/TT5vCoZdgSE/s1600/IMG_9637.JPG,,glc,7404.0,United States,US,Washington,14202.0,Camano,6.65193,06/21/2016 07:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6011,48.1393,3,2013
Oregon DOT,,8635,2012-03-21 18:17:00,,"US 101, milepost 315",,"US 101, milepost 315",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8635.0,United States,US,Oregon,1133.0,Port Orford,19.18904,07/07/2016 05:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.3945,42.5905,3,2012
thedailysound,http://www.thedailysound.com/News/122210-SANTA-BARBARA-WEATHER-RAIN-STORMS,2892,2010-12-22 11:30:00,,"6900 block of Vista del Rincon Drive, La Conchita, CA","A mudslide about 12,000 square feet in area barreled down a slope in La Conchita earlier today. Firefighters evacuated four houses. No one has been reported injured or missing. Oakman described it as a surface landslide; that means it was mostly topsoil loosened by water and not a sea of heavier material churned from deeper in the ground.","6900 block of Vista del Rincon Drive, La Conchita, CA",1km,mudslide,downpour,medium,unknown,0.0,,,,,glc,2892.0,United States,US,California,13040.0,Carpinteria,7.59609,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.4471,34.3644,12,2010
Oregon DOT,,8789,2011-04-06 12:20:00,,"US 395, milepost 31",,"US 395, milepost 31",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8789.0,United States,US,Oregon,703.0,Canyon City,34.89851,07/08/2016 04:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.9754,44.076,4,2011
Oregon DOT,,8554,2012-11-20 06:37:00,,"US 20, milepost 43.7",,"US 20, milepost 43.7",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8554.0,United States,US,Oregon,8925.0,Sweet Home,23.90025,07/07/2016 03:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4362,44.4002,11,2012
Oregon DOT,,8825,2011-01-27 09:07:00,,"I 84, milepost 75",,"I 84, milepost 75",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8825.0,United States,US,Oregon,1855.0,Chenoweth,8.45057,07/08/2016 05:37:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.3028,45.6912,1,2011
Oregon DOT,,8704,2012-01-20 08:38:00,,"OR 219, milepost 14",,"OR 219, milepost 14",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8704.0,United States,US,Oregon,22068.0,Newberg,6.41219,07/08/2016 01:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.9626,45.3573,1,2012
kionrightnow,http://www.kionrightnow.com/Global/story.asp?S=14142668,3148,2011-02-25 10:00:00,,"mile 4, rt 9, Santa Cruz county, CA","SANTA CRUZ COUNTY, Calif- A mud and rock slide has covered parts of Highway 9 at mile marker 4, reports the California Highway Patrol.  The mudslide was first reported around 10:00 a.m. and both lanes were closed. However as of 10:35 a.m. the transportation department was able to open one lane for traffic.","mile 4, rt 9, Santa Cruz county, CA",5km,mudslide,downpour,small,unknown,0.0,,,,,glc,3148.0,United States,US,California,1037.0,Mount Hermon,3.22907,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0604,37.022,2,2011
Olympian,http://www.theolympian.com/2015/03/13/3616845/massive-boulders-landslide-will.html,6864,2015-02-05 00:00:00,,road between Backbone Ridge and the Steven's Canyon entrance,"According to park geologist Scott Beason, some of the boulders were 25 feet in diameter. Some are so large it might require blasting to break them up so the debris can be removed from the roadway.",road between Backbone Ridge and the Steven's Canyon entrance,5km,rock_fall,freeze_thaw,medium,above_road,0.0,0.0,,http://media.theolympian.com/smedia/2015/03/09/16/33/OpyFF.AuSt.38.jpeg,,glc,6864.0,United States,US,Washington,2758.0,Eatonville,55.7268,03/27/2015 06:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.5568,46.7496,2,2015
kgw,http://www.kgw.com/news/local/Lincoln-City-slide-could-affect-water-114404999.html,3050,2011-01-21 00:00:00,,"water pipe on Schooner Creek rd, Lincoln, OR","January 21, 2011 at 9:05 pm  A landslide in Lincoln City has prompted a notice for people living in the area to be prepared for potential water issues.  The small slide on Schooner Creek Rd. occurred near the city's main water line.  The city said that the water is fine for now, but If the slide poses problems for crews, they may need to shut the line off and get water from the reservoir.","water pipe on Schooner Creek rd, Lincoln, OR",5km,landslide,downpour,small,unknown,0.0,,,,,glc,3050.0,United States,US,Oregon,7930.0,Lincoln City,4.35837,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.9665,44.9438,1,2011
Oregon DOT,,8584,2012-08-09 21:12:00,,"OR 58, milepost 19",,"OR 58, milepost 19",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8584.0,United States,US,Oregon,1045.0,Lowell,9.3835,07/07/2016 03:46:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6893,43.8687,8,2012
Oregon DOT,,8142,2015-12-04 19:54:00,,"OR 36, milepost 6.8",,"OR 36, milepost 6.8",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8142.0,United States,US,Oregon,8466.0,Florence,23.66818,07/01/2016 03:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8257,44.0617,12,2015
Oregon DOT,,8394,2014-02-12 04:04:00,,"OR 47, milepost 52",,"OR 47, milepost 52",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8394.0,United States,US,Oregon,2151.0,Vernonia,11.47969,07/06/2016 03:26:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.1673,45.9605,2,2014
Oregon DOT,,8591,2012-05-04 13:11:00,,"US 101, milepost 43",,"US 101, milepost 43",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8591.0,United States,US,Oregon,1312.0,Rockaway Beach,12.09141,07/07/2016 03:53:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.9285,45.7218,5,2012
abclocal.go,http://abclocal.go.com/kabc/story?section=weather&id=7982230,3150,2011-02-25 23:00:00,,"Santa Anita Canyon rd, Arcadia","BURBANK, Calif. (KABC) -- There have been all kinds of weather Saturday, everything except thunder and lightning.   …  In Arcadia Santa Anita Canyon Road has been closed due to the storm unleashing a mudslide Friday night. ","Santa Anita Canyon rd, Arcadia",5km,mudslide,downpour,medium,unknown,0.0,,,,,glc,3150.0,United States,US,California,10917.0,Sierra Madre,3.303,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.0276,34.1828,2,2011
Yamika Herald,http://www.yakimaherald.com/news/local/four-day-search-of-mt-adams-leaves-searchers-injured-equipment/article_c34f901e-4ec6-11e6-b701-5b696b52d784.html,9104,2016-07-18 00:00:00,,"Mount Adams, Washington, USA","Four-day search of Mt. Adams leaves searchers injured, equipment damaged, but still no sign of missing hiker. On Monday, a member of the Tacoma Mountain Rescue team was traversing a steep slope when a large section of rocks broke loose and started a rockslide. The searcher was struck in the leg, arm and ribs. Efforts to evacuate him by helicopter were delayed until Tuesday because of the harsh weather. The man suffered an ankle fracture and other injuries to his ribs and right hand, but is now recovering at home, Briscoe said.","Mount Adams, Washington, USA",5km,rock_fall,snowfall_snowmelt,medium,natural_slope,0.0,1.0,,,,glc,9104.0,United States,US,Washington,2224.0,White Salmon,53.37791,07/21/2016 05:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.4788,46.2078,7,2016
mercurynews,http://www.mercurynews.com/top-stories/ci_17722388,3306,2011-03-27 23:00:00,,"Highway 1 near Anchor Bay, CA","Farther up the California Coast in Mendocino County, a fallen redwood tree and rockslide closed a stretch of Highway 1 near Anchor Bay on Sunday night, the California Highway Patrol said.  The Santa Rosa Press Democrat said the highway was cleared by 6:30 a.m. Monday, but authorities were monitoring ","Highway 1 near Anchor Bay, CA",5km,rock_fall,downpour,small,unknown,0.0,,,,,glc,3306.0,United States,US,California,1305.0,Sea Ranch,15.52102,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.5857,38.81,3,2011
The Seattle Times,http://seattletimes.com/html/localnews/2023068095_wetweatherxml.html#http://seattletimes.com/html/localnews/2023068095_wetweatherxml.html,5924,2014-03-05 08:30:00,,"22011-22299 Dockton Rd SW Vashon, WA 98070","Among the affected roads in King County was Vashon Island’s Dockton Road, on the narrow strip of land connecting Vashon and Maury islands. The road was covered by a mudslide about 8:30 p.m. Wednesday. Ogershok said crews hoped to reopen the road by late Thursday.More than half this week’s rain fell Wednesday.","22011-22299 Dockton Rd SW Vashon, WA 98070",1km,mudslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,5924.0,United States,US,Washington,10674.0,Klahanie,2.72955,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.4372,47.4067,3,2014
King5,http://www.king5.com/story/news/local/2015/02/06/seattle-everett-sounder-mudslide/23000629/,6748,2015-02-06 09:00:00,,Burlington Northern Santa Fe railroad tracks just south of Everett,Recent heavy rains are likely responsible for the mudslide that covered the tracks 5 feet deep. The rail line south of Everett runs along Puget Sound at the base of a bluff and is frequently hit by mudslides.,Burlington Northern Santa Fe railroad tracks just south of Everett,25km,mudslide,rain,medium,above_road,0.0,0.0,,,,glc,6748.0,United States,US,Washington,20254.0,Mukilteo,1.82144,02/09/2015 10:12:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2842,47.9536,2,2015
Oregon DOT,,8718,2012-01-19 09:31:00,,"US 30, milepost 6.4",,"US 30, milepost 6.4",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8718.0,United States,US,Oregon,6009.0,West Haven,6.67565,07/08/2016 02:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7617,45.5774,1,2012
Oregon DOT,,8292,2014-10-14 05:54:00,,"OR 53, milepost 11",,"OR 53, milepost 11",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8292.0,United States,US,Oregon,1690.0,Cannon Beach,15.98413,07/05/2016 07:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8185,45.7884,10,2014
Oregon DOT,,8279,2014-11-21 20:48:00,,"Historic Columbia River Highway, milepost 20",,"Historic Columbia River Highway, milepost 20",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8279.0,United States,US,Oregon,1144.0,Cascade Locks,17.12478,07/05/2016 06:58:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0776,45.589,11,2014
mukilteobeacon.villagesoup,http://mukilteobeacon.villagesoup.com/p/mudslide-cause-for-emergency-repairs/946244#.UXqZNbWcfOc,4661,2012-12-17 00:00:00,,63rd place W. Mukilteo,"A mudslide occurred on Dec. 17 near the intersection of 92nd Street S.W. and 63rd Place W. that pulled a storm line from a catch basin, ...",63rd place W. Mukilteo,1km,landslide,rain,medium,unknown,,,,,,glc,4661.0,United States,US,Washington,20254.0,Mukilteo,3.70552,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3197,47.9128,12,2012
Oregon DOT,,8456,2013-08-23 03:42:00,,"US 395, milepost 64",,"US 395, milepost 64",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8456.0,United States,US,Oregon,2806.0,Burns,9.40293,07/06/2016 05:44:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-118.9999,43.6612,8,2013
Hood River News,http://www.hoodrivernews.com/news/2014/feb/22/landslide-forces-closure-dee-hwy-tuesday/http:/www.hoodrivernews.com/news/2014/feb/22/landslide-forces-closure-dee-hwy-tuesday/#http://www.hoodrivernews.com/news/2014/feb/22/landslide-forces-closure-,5883,2014-02-18 17:00:00,,"2521-2673 Dee Hwy Hood River, OR 97031","Another weather-related landslide occurred Tuesday evening outside of Hood River, this time on the Dee Highway, capping off a series of geologic events in the Columbia River Gorge that closed roads and snarled traffic for days. Don Hamilton, spokesperson for the Oregon Department of Transportation, reported that a landslide occurred just after 5 p.m. Tuesday near milepost 5 on the Dee Highway, also known as Highway 281. Approximately 100 cubic yards of sediment, brush and other debris came down in the slide — including a couple trees, according to Hamilton —which resulted in the closure of both lanes of Highway 281 by ODOT.","2521-2673 Dee Hwy Hood River, OR 97031",10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,5883.0,United States,US,Oregon,2255.0,Odell,2.93048,06/21/2016 05:32:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.5602,45.6516,2,2014
